book_id,goodreads_book_id,best_book_id,work_id,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,Genre 1,Genre 2,Genre 3,Genre 4,isbn,isbn13
9253,432283,432283,1933283,Erma Bombeck,1971,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,4.07,10861,11186,241,69,378,2469,4029,4241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,humor,nonfiction,comedy,humour,449208397,9.78E+12
9254,68530,68530,6418603,Bernard Cornwell,2002,Vagabond (The Grail Quest #2),4.09,9680,11666,343,36,272,2246,5169,3943,https://images.gr-assets.com/books/1407707722m/68530.jpg,https://images.gr-assets.com/books/1407707722s/68530.jpg,historical fiction,fiction,historical,bernard cornwell,60935782,9.78E+12
9255,275247,275247,1085162,Frances Hodgson Burnett,1886,Little Lord Fauntleroy,3.81,12712,14964,680,309,1101,4201,4935,4418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,classics,fiction,children's,,1934169234,9.78E+12
9256,16762211,16762211,23013398,Cheryl McIntyre,2012,Sometimes Never (Sometimes Never #1),3.94,15306,16854,785,327,879,3664,6572,5412,https://images.gr-assets.com/books/1361989778m/16762211.jpg,https://images.gr-assets.com/books/1361989778s/16762211.jpg,romance,new adult,young adult,series,1481268503,9.78E+12
9257,11350430,11350430,16280157,George R.R. Martin,2010,The Mystery Knight (The Tales of Dunk and Egg #3),4.2,11058,11445,387,30,189,1731,4973,4522,https://images.gr-assets.com/books/1397654538m/11350430.jpg,https://images.gr-assets.com/books/1397654538s/11350430.jpg,fantasy,fiction,short stories,series,,
9258,12710106,12710106,17843610,Olivia Cunning,2012,Double Time (Sinners on Tour #5),4.14,20484,22130,1507,321,945,3759,7360,9745,https://images.gr-assets.com/books/1352579615m/12710106.jpg,https://images.gr-assets.com/books/1352579615s/12710106.jpg,romance,erotica,series,contemporary,1402271514,9.78E+12
9259,8288246,8288246,13136697,Holly Black,2011,Red Glove (Curse Workers #2),3.98,16108,17664,1677,245,685,3798,7379,5557,https://images.gr-assets.com/books/1327888670m/8288246.jpg,https://images.gr-assets.com/books/1327888670s/8288246.jpg,young adult,fantasy,urban fantasy,,144240339X,9.78E+12
9260,13237327,13237327,18435172,Rhonda Byrne,2012,The Magic (The Secret #3),4.14,8066,9540,597,325,513,1427,2472,4803,https://images.gr-assets.com/books/1358271749m/13237327.jpg,https://images.gr-assets.com/books/1358271749s/13237327.jpg,self help,nonfiction,spirituality,spiritual,1451673442,9.78E+12
9261,24044596,24044596,43644221,Mariana Zapata,2015,Kulti,4.36,16112,19214,2158,271,483,2014,5737,10709,https://images.gr-assets.com/books/1419402858m/24044596.jpg,https://images.gr-assets.com/books/1419402858s/24044596.jpg,romance,sports,contemporary,contemporary romance,,
9262,44399,44399,1251970,Bill Hybels Lavonne Neff,1988,Too Busy Not to Pray: Slowing Down to Be With God,4.14,8422,8880,244,93,329,1637,3017,3804,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,prayer,christian,nonfiction,christianity,830819711,9.78E+12
9263,3015764,3015764,3046305,Philip Roth,2008,Indignation,3.69,8585,10831,1191,185,808,3228,4575,2035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,historical fiction,novels,philip roth,054705484X,9.78E+12
9264,8526694,8526694,13393712,Teju Cole,2011,Open City,3.5,9132,10624,1446,420,1379,3165,3736,1924,https://images.gr-assets.com/books/1327935192m/8526694.jpg,https://images.gr-assets.com/books/1327935192s/8526694.jpg,fiction,africa,new york,novels,1400068096,9.78E+12
9265,822989,822989,808792,Dave Pelzer,1995,"My Story: ""A Child Called It"" ""The Lost Boy"" ""A Man Named Dave""",4.18,8201,9204,590,137,380,1553,2798,4336,https://images.gr-assets.com/books/1408928892m/822989.jpg,https://images.gr-assets.com/books/1408928892s/822989.jpg,nonfiction,biography,memoir,,752853716,9.78E+12
9266,8113940,8113940,12909181,Melissa de la Cruz,2011,Witches of East End (The Beauchamp Family #1),3.51,13806,16562,2147,600,2064,5428,5208,3262,https://images.gr-assets.com/books/1294433454m/8113940.jpg,https://images.gr-assets.com/books/1294433454s/8113940.jpg,fantasy,witches,paranormal,fiction,,
9267,443540,443540,3037523,Anita Shreve,2003,All He Ever Wanted,3.18,11514,12519,936,728,2077,5164,3251,1299,https://images.gr-assets.com/books/1358594609m/443540.jpg,https://images.gr-assets.com/books/1358594609s/443540.jpg,fiction,historical fiction,anita shreve,romance,316010367,9.78E+12
9268,52629,52629,48807666,Clive Barker,1991,The Fifth Dominion (Imajica Part #1/2),4.24,9421,9509,63,125,352,1433,2764,4835,https://images.gr-assets.com/books/1456717471m/52629.jpg,https://images.gr-assets.com/books/1456717471s/52629.jpg,fiction,fantasy,clive barker,horror,61094145,9.78E+12
9269,18080889,18080889,25389285,Vi Keeland,2013,Worth the Fight (MMA Fighter #1),4.06,20451,20571,1436,294,763,3810,8335,7369,https://images.gr-assets.com/books/1376730892m/18080889.jpg,https://images.gr-assets.com/books/1376730892s/18080889.jpg,romance,sports,fighters,contemporary romance,,
9270,8089,8089,2321287,Robin McKinley,1997,Rose Daughter,3.77,15696,16624,973,269,1302,4754,5988,4311,https://images.gr-assets.com/books/1398552029m/8089.jpg,https://images.gr-assets.com/books/1398552029s/8089.jpg,fantasy,fairy tales,young adult,romance,441005837,9.78E+12
9271,6433344,6433344,6622835,Janice  Thompson,2009,Fools Rush In (Weddings by Bella #1),3.59,8692,11535,923,605,1289,3349,3302,2990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,romance,christian fiction,christian,fiction,800733428,9.78E+12
9272,712807,712807,2991394,Sharon Creech,2002,Ruby Holler,4.01,12438,13168,1010,135,570,3061,4720,4682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,realistic fiction,fiction,young adult,middle grade,60560150,9.78E+12
9273,7090290,7090290,7346398,Jen Lancaster,2010,My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black or a Culture-Up Manifesto,3.91,11826,12374,1014,214,785,2979,4377,4019,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,memoir,nonfiction,humor,chick lit,045122986X,9.78E+12
9274,17853024,17853024,24989806,Bernard Cornwell,2013,The Pagan Lord (The Saxon Stories #7),4.34,8218,11684,787,28,131,1235,4791,5499,https://images.gr-assets.com/books/1370529803m/17853024.jpg,https://images.gr-assets.com/books/1370529803s/17853024.jpg,historical fiction,fiction,historical,bernard cornwell,7331908,9.78E+12
9275,161415,161415,155787,Zig Ziglar Al Mayton,1974,See You at the Top,4.25,8888,9314,209,160,319,1345,2687,4803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,business,self help,nonfiction,personal development,1565547063,9.78E+12
9276,25666046,25666046,45489184,Ian McGuire,2016,The North Water,4.01,8732,13592,1861,229,563,2410,5987,4403,https://images.gr-assets.com/books/1456351800m/25666046.jpg,https://images.gr-assets.com/books/1456351800s/25666046.jpg,historical fiction,fiction,thriller,historical,1627795944,9.78E+12
9277,64732,64732,2235106,Greg Bear,1987,The Forge of God (Forge of God #1),3.86,10085,11294,381,131,556,3076,4532,2999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,science fiction,fiction,,,765301075,9.78E+12
9278,26214866,26214866,46196139,Robert Dugoni,2016,In the Clearing (Tracy Crosswhite #3),4.25,14051,14186,755,71,243,1832,6000,6040,https://images.gr-assets.com/books/1446943429m/26214866.jpg,https://images.gr-assets.com/books/1446943429s/26214866.jpg,mystery,fiction,thriller,series,,
9279,16130723,16130723,21955333,Brad Thor,2013,Hidden Order (Scot Harvath #12),4.1,7857,10835,724,116,351,1956,4317,4095,https://images.gr-assets.com/books/1362517340m/16130723.jpg,https://images.gr-assets.com/books/1362517340s/16130723.jpg,brad thor,thriller,fiction,thor,1476717095,9.78E+12
9280,111220,111220,977136,Alison Weir,1999,Eleanor of Aquitaine: A Life ,3.97,11325,11881,539,210,524,2520,4793,3834,https://images.gr-assets.com/books/1320538974m/111220.jpg,https://images.gr-assets.com/books/1320538974s/111220.jpg,history,biography,nonfiction,,345434870,9.78E+12
9281,1524,1524,1881648,Aeschylus Judith Affleck Philip de May Patricia E. Easterling John     Harrison,-458,Agamemnon (Oresteia #1),3.82,11515,11932,187,140,749,3486,4253,3304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,classics,plays,drama,fiction,521010756,9.78E+12
9282,16280689,16280689,22382333,Kevin Hearne,2016,Staked (The Iron Druid Chronicles #8),4.23,9082,11879,904,55,256,1714,4789,5065,https://images.gr-assets.com/books/1434745650m/16280689.jpg,https://images.gr-assets.com/books/1434745650s/16280689.jpg,fantasy,urban fantasy,fiction,vampires,345548515,9.78E+12
9283,31819,31819,32035,David Baggett Shawn E. Klein,2004,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,4.45,9264,9316,82,197,274,955,1641,6249,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,philosophy,nonfiction,harry potter,,812694554,9.78E+12
9284,4800764,4800764,4865877,Maya Banks,2009,Sweet Persuasion (Sweet #2),4.09,16437,17668,671,255,843,3246,6041,7283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,erotica,romance,bdsm,maya banks,425227707,9.78E+12
9285,16136599,16136599,21965206,P.C. Cast Kristin Cast,2014,Redeemed (House of Night #12),3.95,11604,13962,1294,524,997,2851,3881,5709,https://images.gr-assets.com/books/1403302625m/16136599.jpg,https://images.gr-assets.com/books/1403302625s/16136599.jpg,house of night,young adult,vampires,fantasy,312594445,9.78E+12
9286,21086818,21086818,40447706,Henry Marsh,2014,Do No Harm: Stories of Life Death and Brain Surgery,4.22,7978,11850,1291,120,298,1689,4534,5209,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,medicine,science,,297869876,9.78E+12
9287,33356,33356,1647,Max Barry,2002,Jennifer Government,3.65,9722,11600,1038,272,1010,3536,4450,2332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,science fiction,dystopian,,349117624,9.78E+12
9288,126185,126185,3181772,David Baldacci,2001,The Christmas Train,3.56,11424,13604,1652,445,1407,4566,4497,2689,https://images.gr-assets.com/books/1354941481m/126185.jpg,https://images.gr-assets.com/books/1354941481s/126185.jpg,christmas,fiction,david baldacci,book club,446615757,9.78E+12
9289,313267,313267,3140586,Christine Feehan,2004,Dark Destiny (Dark #13),4.29,14613,15410,236,83,370,2322,4828,7807,https://images.gr-assets.com/books/1327896698m/313267.jpg,https://images.gr-assets.com/books/1327896698s/313267.jpg,paranormal romance,christine feehan,paranormal,romance,843950501,9.78E+12
9290,52367,52367,1385264,Frank Miller Lynn Varley,2001,Batman: The Dark Knight Strikes Again (The Dark Knight Saga #2),3.21,11065,11603,641,1354,2085,3179,2769,2216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,comics,graphic novel,batman,dc,1563899299,9.78E+12
9291,145397,145397,297491,Katharine Hepburn,1991,Me: Stories of My Life,3.87,9312,10704,509,301,643,2640,3724,3396,https://images.gr-assets.com/books/1403186270m/145397.jpg,https://images.gr-assets.com/books/1403186270s/145397.jpg,biography,nonfiction,memoir,,345410092,9.78E+12
9292,95708,95708,92244,Neil A. Fiore,1988,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,3.88,9396,10074,458,282,632,2435,3426,3299,https://images.gr-assets.com/books/1421795425m/95708.jpg,https://images.gr-assets.com/books/1421795425s/95708.jpg,self help,nonfiction,psychology,productivity,1585425524,9.78E+12
9293,23214408,23214408,42756714,Anna Todd,2015,After Ever Happy (After #4),4.08,12671,15124,1073,565,943,2339,4093,7184,https://images.gr-assets.com/books/1417454456m/23214408.jpg,https://images.gr-assets.com/books/1417454456s/23214408.jpg,romance,new adult,after,contemporary,1501106406,9.78E+12
9294,18232495,18232495,25675111,Joel C. Rosenberg,2014,The Auschwitz Escape,4.32,7844,9534,1149,129,257,1062,3113,4973,https://images.gr-assets.com/books/1415118326m/18232495.jpg,https://images.gr-assets.com/books/1415118326s/18232495.jpg,historical fiction,fiction,holocaust,wwii,1414336241,9.78E+12
9295,10541,10541,412584,Bill Bryson,1994,Made in America: An Informal History of the English Language in the United States,3.89,9638,10865,655,91,468,2844,4592,2870,https://images.gr-assets.com/books/1388209927m/10541.jpg,https://images.gr-assets.com/books/1388209927s/10541.jpg,nonfiction,history,language,,380713810,9.78E+12
9296,4887,4887,821815,Alice  Miller Ruth Ward,1979,The Drama of the Gifted Child: The Search for the True Self,4.09,9563,10830,537,189,490,2025,3548,4578,https://images.gr-assets.com/books/1339395245m/4887.jpg,https://images.gr-assets.com/books/1339395245s/4887.jpg,psychology,nonfiction,self help,,465016901,9.78E+12
9297,827497,827497,813221,Dale Wasserman,1970,One Flew Over the Cuckoo's Nest,4.28,11142,11181,90,106,253,1432,3961,5429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,classics,plays,fiction,drama,573613435,9.78E+12
9298,129327,129327,124552,H.P. Lovecraft,1941,The Case of Charles Dexter Ward,4.2,10153,11366,436,75,318,1817,4227,4929,https://images.gr-assets.com/books/1385837737m/129327.jpg,https://images.gr-assets.com/books/1385837737s/129327.jpg,horror,fiction,classics,fantasy,345354907,9.78E+12
9299,645180,645180,955983,Austin Grossman,2007,Soon I Will Be Invincible,3.68,9878,11359,1701,216,1022,3240,4548,2333,https://images.gr-assets.com/books/1320554514m/645180.jpg,https://images.gr-assets.com/books/1320554514s/645180.jpg,fiction,fantasy,science fiction,,375424865,9.78E+12
9300,33144,33144,1881683,Janet Fitch,2006,Paint it Black,3.47,9092,9779,1027,568,1426,2871,2714,2200,https://images.gr-assets.com/books/1288972477m/33144.jpg,https://images.gr-assets.com/books/1288972477s/33144.jpg,fiction,contemporary,contemporary fiction,adult,316182745,9.78E+12
9301,11429,11429,13886,Karen Kingsbury,2006,Ever After (Lost Love #2),4.31,9685,9949,357,118,318,1303,2811,5399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,christian fiction,karen kingsbury,christian,fiction,031024756X,9.78E+12
9302,5068,5068,958782,Graham Swift,1996,Last Orders,3.68,9349,10394,375,268,871,3042,3971,2242,https://images.gr-assets.com/books/1457623323m/5068.jpg,https://images.gr-assets.com/books/1457623323s/5068.jpg,fiction,booker prize,booker prize winners,man booker prize,330489674,9.78E+12
9303,51715,51715,882883,Roland Barthes Annette Lavers,1957,Mythologies,4.11,9325,10470,373,130,370,1838,4051,4081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,philosophy,nonfiction,theory,essays,374521506,9.78E+12
9304,13270,13270,2301058,Aristotle Malcolm Heath,-335,Poetics,3.81,10347,13141,557,231,982,3658,4502,3768,https://images.gr-assets.com/books/1348161995m/13270.jpg,https://images.gr-assets.com/books/1348161995s/13270.jpg,philosophy,classics,nonfiction,poetry,140446362,9.78E+12
9305,12737118,12737118,17875348,Melanie Gideon,2008,Wife 22,3.51,10793,11967,2343,362,1229,3998,4690,1688,https://images.gr-assets.com/books/1333577694m/12737118.jpg,https://images.gr-assets.com/books/1333577694s/12737118.jpg,fiction,chick lit,romance,book club,034552795X,9.78E+12
9306,20871704,20871704,40210177,Colleen Oakley,2015,Before I Go,3.79,8181,9539,1172,169,586,2597,3890,2297,https://images.gr-assets.com/books/1397917357m/20871704.jpg,https://images.gr-assets.com/books/1397917357s/20871704.jpg,fiction,chick lit,romance,contemporary,1476761663,9.78E+12
9307,394841,394841,384365,Mike Lupica,2004,Travel Team,4.06,8356,8484,728,157,356,1664,2946,3361,https://images.gr-assets.com/books/1309210198m/394841.jpg,https://images.gr-assets.com/books/1309210198s/394841.jpg,sports,realistic fiction,young adult,fiction,142404624,9.78E+12
9308,11306,11306,1504838,Susan Cooper,1984,The Dark Is Rising Sequence  (The Dark Is Rising #1-5),4.29,11988,13225,642,169,386,1758,4102,6810,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,young adult,fiction,,20425651,9.78E+12
9309,12002819,12002819,16967344,Margot Livesey,2012,The Flight of Gemma Hardy,3.59,12391,13187,2408,267,1153,4358,5293,2116,https://images.gr-assets.com/books/1319761825m/12002819.jpg,https://images.gr-assets.com/books/1319761825s/12002819.jpg,fiction,historical fiction,romance,historical,62064223,9.78E+12
9310,125959,125959,681577,Ted Dekker,2006,Saint (Paradise #2),4.04,10594,10881,373,117,562,2196,3873,4133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,christian fiction,fiction,ted dekker,christian,1595540067,9.78E+12
